"ensembl_gene_id","logFC","logCPM","LR","PValue","FDR","gene_biotype","chromosome_name","external_gene_id"
"ENSG00000203951",1.86079379960774,5.18207792542485,19.6725934145393,9.19101303485045e-06,0.00124221427315525,"protein_coding","20",""
"ENSG00000115461",0.810978049075168,6.68561038580515,19.5946806549807,9.57353698705727e-06,0.00128439341949977,"protein_coding","2","IGFBP5"
"ENSG00000256128",-4.25164083547162,4.89640498146326,19.5742406928679,9.67651033691511e-06,0.0012917173648748,"lincRNA","12",""
"ENSG00000197142",-1.55411057539886,5.77846602099333,19.5047106755055,1.00351902013245e-05,0.00133293287559683,"protein_coding","10","ACSL5"
"ENSG00000106714",-2.4524842536148,5.33526896900282,19.4511419460769,1.0320611588007e-05,0.00136405786226045,"protein_coding","9","CNTNAP3"
"ENSG00000118523",-1.42516688964039,6.11125638778738,19.4225248612931,1.04764132437972e-05,0.00137782896937389,"protein_coding","6","CTGF"
"ENSG00000261664",1.73803200277399,5.09629043072429,19.4121640010865,1.05334019414628e-05,0.00137853316192733,"processed_transcript","1",""
"ENSG00000162614",-1.51066009115046,5.81771242502796,19.3700322578126,1.0768367256554e-05,0.00138885927060617,"protein_coding","1","NEXN"
"ENSG00000170500",1.07448468438794,5.98062505656823,19.3716042082627,1.07595068180971e-05,0.00138885927060617,"protein_coding","2","LONRF2"
"ENSG00000203635",1.55523987735713,5.44291966669482,19.3792434460337,1.07165516962925e-05,0.00138885927060617,"lincRNA","2",""
"ENSG00000107719",-1.61857052334402,5.71907409376611,19.3512788218889,1.08746394685499e-05,0.00139582271409301,"protein_coding","10","KIAA1274"
"ENSG00000162745",-1.57047053966749,5.75676328706055,19.3131110709767,1.10941930788639e-05,0.00141719027186368,"protein_coding","1","OLFML2B"
"ENSG00000105889",-4.29539978823219,4.91505631508761,19.2131997952137,1.16902256771657e-05,0.001486217357757,"protein_coding","7","STEAP1B"
"ENSG00000117228",-1.41531946532722,6.04052907621423,19.1881548936634,1.18446089225903e-05,0.00149870791002519,"protein_coding","1","GBP1"
"ENSG00000111249",2.25005180112935,4.88101335505335,19.1775077723847,1.19108591823778e-05,0.00149998169080719,"protein_coding","12","CUX2"
"ENSG00000117020",-1.56767506657749,5.9891784648864,19.0712757890735,1.25926002228461e-05,0.00157672201676872,"protein_coding","1","AKT3"
"ENSG00000225383",-3.84626721967449,5.28123290960449,19.0643559334799,1.2638344130216e-05,0.00157672201676872,"lincRNA","10","SFTA1P"
"ENSG00000164099",-1.71452675677784,5.66995926410447,19.0312388256573,1.28595868368516e-05,0.00159686162497797,"protein_coding","4","PRSS12"
"ENSG00000139946",-1.87431702406851,5.63005944262426,19.0220183117599,1.29218748965258e-05,0.00159716766660855,"protein_coding","14","PELI2"
"ENSG00000250072",-4.23941884623813,4.89123010261399,18.9232309055024,1.36085384927063e-05,0.00167428921971555,"lincRNA","5",""
"ENSG00000107562",1.34866376860125,5.73378916686218,18.9047912369117,1.37407130157988e-05,0.0016827961288798,"protein_coding","10","CXCL12"
"ENSG00000257732",-4.28260390140011,4.9097337540055,18.8851200609619,1.38831366009532e-05,0.00169247479896004,"antisense","12",""
"ENSG00000227719",1.69105097683526,5.04423259110075,18.8336637253906,1.42627429888639e-05,0.00173084869234858,"antisense","7",""
"ENSG00000234779",-4.03689335972275,4.79834507622984,18.7820466366305,1.46540102518691e-05,0.00177028400771223,"antisense","9",""
"ENSG00000118257",-1.45156539017078,5.93951299194104,18.6805477258771,1.5455116274652e-05,0.00185031701480116,"protein_coding","2","NRP2"
"ENSG00000232769",-3.32348279336412,4.95862992704676,18.6855766992532,1.54144073071142e-05,0.00185031701480116,"protein_coding","X",""
"ENSG00000121690",-1.82239062820419,5.58610921853128,18.6387156047833,1.57979548789149e-05,0.00187012047810102,"protein_coding","11","DEPDC7"
"ENSG00000166250",-1.47771731654069,5.81315247512325,18.634771567179,1.5830670014639e-05,0.00187012047810102,"protein_coding","11","CLMP"
"ENSG00000198879",1.10835343511816,5.8650113273672,18.6476565903515,1.57240421269919e-05,0.00187012047810102,"protein_coding","10","SFMBT2"
"ENSG00000128591",-1.52868049011853,5.91089830177338,18.6021460276803,1.61039163331843e-05,0.00189401919939803,"protein_coding","7","FLNC"
"ENSG00000132170",-1.22466429771537,6.14950925012021,18.5872419288105,1.62303130808008e-05,0.00190051271329482,"protein_coding","3","PPARG"
"ENSG00000235884",-2.90602365224801,5.38823622954965,18.5581414866687,1.64799838756742e-05,0.00192132143892031,"processed_transcript","12",""
"ENSG00000165566",3.01262513747687,4.61622331623914,18.5250340456493,1.6768727982879e-05,0.0019464847812474,"protein_coding","13","FAM123A"
"ENSG00000170476",1.67896418303074,5.37498887179499,18.4307929779717,1.76187706793933e-05,0.00203630276882443,"protein_coding","5",""
"ENSG00000124935",2.701390755972,5.00233745215192,18.4152507414092,1.77630606022728e-05,0.00203771041500222,"protein_coding","11","SCGB1D2"
"ENSG00000164128",1.32351224162337,5.66131392760773,18.4130487552385,1.77835990222308e-05,0.00203771041500222,"protein_coding","4","NPY1R"
"ENSG00000204362",-3.48418107271326,5.06064896611863,18.3304480187173,1.85715129319528e-05,0.00211889851391998,"lincRNA","1",""
"ENSG00000164484",-4.70452076517002,5.12478576228593,18.3164873715443,1.87081040043899e-05,0.00212539983280512,"protein_coding","6","TMEM200A"
"ENSG00000134716",1.16591701633809,5.73296316130332,18.2697136776672,1.91731360003318e-05,0.00216900163108838,"protein_coding","1","CYP2J2"
"ENSG00000112276",-1.86430976105734,5.66076793995415,18.2454023862839,1.94194116010936e-05,0.00218759261994091,"protein_coding","6","BVES"
"ENSG00000106078",1.04917968961612,6.08606275075645,18.1828962941985,2.00672929333465e-05,0.00225107809552305,"protein_coding","7","COBL"
"ENSG00000260938",-3.72148617475277,4.6705064413083,18.113066683561,2.08168006428152e-05,0.00232538470109573,"sense_overlapping","1",""
"ENSG00000228613",1.78474498931709,5.29744562333587,18.0932952681017,2.10340790455611e-05,0.00233986600982662,"antisense","2",""
"ENSG00000156510",-2.46202511919353,5.49374445070091,18.0102162998151,2.19722617961143e-05,0.00242199968446549,"protein_coding","10","HKDC1"
"ENSG00000160886",-1.49276530425675,5.76198098442346,18.0039618759632,2.20445697552294e-05,0.00242199968446549,"protein_coding","8","LY6K"
"ENSG00000179082",1.5738561436862,5.28814599730363,18.0072921063933,2.20060389522584e-05,0.00242199968446549,"processed_transcript","9","C9orf106"
"ENSG00000175356",1.18958155369707,5.70346852226637,17.9724150672441,2.24129457586688e-05,0.00245238043387271,"protein_coding","11","SCUBE2"
"ENSG00000086548",1.15016262998452,5.89082313739749,17.9495721792701,2.26835398640547e-05,0.00245442061543143,"protein_coding","19","CEACAM6"
"ENSG00000131435",-1.75451851896645,5.73101594338172,17.9475719747908,2.27073897674569e-05,0.00245442061543143,"protein_coding","5","PDLIM4"
"ENSG00000204528",-4.13081333633356,4.84034339100747,17.9517123333673,2.26580491090595e-05,0.00245442061543143,"sense_intronic","6","PSORS1C3"
"ENSG00000006468",-1.3473120110248,5.95631020818788,17.8900514122801,2.34041363469958e-05,0.00250941217747829,"protein_coding","7","ETV1"
"ENSG00000222047",-3.07109940573341,4.91942329086386,17.8946757145679,2.33473367634902e-05,0.00250941217747829,"protein_coding","10","C10orf55"
"ENSG00000154654",1.1818382091001,5.95567129160444,17.8418790655392,2.40041502871588e-05,0.00256345121746626,"protein_coding","21","NCAM2"
"ENSG00000237930",3.41307320196382,4.35602839996406,17.8340980723464,2.41025066512344e-05,0.00256370008993886,"pseudogene","2",""
"ENSG00000158825",-3.57713426319445,5.36336580642143,17.7892087481728,2.46778933866301e-05,0.00261448570490576,"protein_coding","1","CDA"
"ENSG00000173432",-4.44742383885968,4.99216539094913,17.7292304215564,2.54682902343414e-05,0.00268663590533802,"protein_coding","11","SAA1"
"ENSG00000204261",-1.92065833295184,5.39869179143149,17.722379639549,2.55601737941365e-05,0.00268663590533802,"processed_transcript","6",""
"ENSG00000002587",-1.6324501947114,5.63448948395759,17.6858689205886,2.60555079257964e-05,0.00272796059059966,"protein_coding","4","HS3ST1"
"ENSG00000255373",-4.11764052347118,4.83650549675198,17.6186290286899,2.6993119276655e-05,0.00281508710331302,"antisense","5",""
"ENSG00000164509",-4.00346342274027,5.21526484762329,17.5457330654,2.80479483070461e-05,0.00291371254436388,"protein_coding","5","IL31RA"
"ENSG00000243020",2.75819330762132,4.38765199322566,17.5247637183271,2.83589841511736e-05,0.00293460526693036,"pseudogene","12",""
"ENSG00000176678",-4.6370395400801,5.08896539054127,17.5075401607045,2.86170502870035e-05,0.00294987648093598,"protein_coding","16","FOXL1"
"ENSG00000149596",-1.46650339468332,6.01665092825454,17.4888103731783,2.89003641582713e-05,0.00296762277806741,"protein_coding","20","JPH2"
"ENSG00000254818",-3.76360431129238,4.6863280571621,17.4431446564278,2.96029925182122e-05,0.00302812526533038,"pseudogene","11",""
"ENSG00000109113",-1.10263123617832,6.27954268501307,17.4284638355082,2.98325036345306e-05,0.00302839612940949,"protein_coding","17","RAB34"
"ENSG00000177469",-0.999380084702791,6.50889918734493,17.432221773787,2.97735845530995e-05,0.00302839612940949,"protein_coding","17","PTRF"
"ENSG00000260284",2.39070706862784,4.52469046870964,17.4103861133175,3.0117578190965e-05,0.0030457541762969,"pseudogene","16","PRSS29P"
"ENSG00000122861",-1.44577116653051,6.03095179393462,17.3542067084009,3.10210861448508e-05,0.00312528663356689,"protein_coding","10","PLAU"
"ENSG00000163131",-1.46509195125476,5.75326540052747,17.3468837944893,3.11408469407007e-05,0.0031255576376798,"protein_coding","1","CTSS"
"ENSG00000229352",3.11616982352355,4.32345500894645,17.3295735199587,3.14257943205412e-05,0.00314234403284572,"lincRNA","2",""
"ENSG00000253552",-2.72100707512287,5.37953715499848,17.2832518000336,3.22012596413277e-05,0.00320787026083644,"antisense","7",""
"ENSG00000157227",-1.07277213878737,6.32111987853273,17.229029102597,3.31334638060658e-05,0.00328846548957005,"protein_coding","14","MMP14"
"ENSG00000204767",-4.37284655514724,4.94937600604183,17.2138538970772,3.33991827779284e-05,0.00329037410260196,"protein_coding","5","FAM196B"
"ENSG00000205669",2.43744382578683,4.51180476011594,17.2193309112636,3.33030337392494e-05,0.00329037410260196,"protein_coding","14","ACOT6"
"ENSG00000130830",-1.30838109531721,5.93776299774523,17.1850910602861,3.39087135770453e-05,0.00332519001271751,"protein_coding","X","MPP1"
"ENSG00000165731",1.05664226351087,5.90808704598201,17.1798899863354,3.40016807802787e-05,0.00332519001271751,"protein_coding","10","RET"
"ENSG00000105707",2.20024098485036,4.9996225271326,17.1679319753278,3.42163984345273e-05,0.00333397593213507,"protein_coding","19","HPN"
"ENSG00000186367",2.99655286915888,4.29894093458806,17.149418929631,3.45515095034939e-05,0.00335438618445193,"protein_coding","5","KIAA1024L"
"ENSG00000132746",0.924708984554346,6.23140447676494,17.1270127262937,3.49615075735056e-05,0.00336968349890777,"protein_coding","11","ALDH3B2"
"ENSG00000253768",2.8782191598801,4.44603876542533,17.1274204809633,3.49540027966407e-05,0.00336968349890777,"lincRNA","5",""
"ENSG00000222014",2.36383510280525,4.7282084999577,17.1188151511824,3.51127290441457e-05,0.00337208503604533,"protein_coding","2","RAB6C"
"ENSG00000260228",1.419761963351,5.36405461710384,17.0831077275707,3.57791340111305e-05,0.00342376817143069,"antisense","16",""
"ENSG00000145335",-4.73438806328294,5.1451124598084,17.0578834041936,3.62575423689402e-05,0.00345715666487845,"protein_coding","4","SNCA"
"ENSG00000175920",1.09462147200781,5.78888974905379,16.9436797244296,3.85052999110892e-05,0.00365332652577242,"protein_coding","4","DOK7"
"ENSG00000183196",-2.10506964142531,5.35766887331851,16.9395779662359,3.85885864209986e-05,0.00365332652577242,"protein_coding","16","CHST6"
"ENSG00000233532",-4.3717879089445,4.95403882974933,16.9198968456962,3.89907391184071e-05,0.00367835601760859,"lincRNA","13","LINC00460"
"ENSG00000183674",-3.8539664934483,4.72216807055842,16.8811209981226,3.97954322033983e-05,0.00372309713721595,"processed_transcript","6","LINC00518"
"ENSG00000184985",-1.43645336883825,5.75938032549183,16.8771896725295,3.98779431924121e-05,0.00372309713721595,"protein_coding","4","SORCS2"
"ENSG00000186081",-1.45653179582363,5.94855656337811,16.8769321613564,3.98833538558605e-05,0.00372309713721595,"protein_coding","12","KRT5"
"ENSG00000081189",-1.70882507219289,5.59239973999806,16.8225939205299,4.10417424432768e-05,0.00381788306533311,"protein_coding","5","MEF2C"
"ENSG00000236699",1.08689860833146,5.79496092124442,16.7915783884305,4.17180365733365e-05,0.00386731993206575,"protein_coding","4","ARHGEF38"
"ENSG00000139865",1.1034714916694,5.76270524218968,16.7680769764005,4.22379365672724e-05,0.00390089814390024,"protein_coding","14","TTC6"
"ENSG00000231269",-3.97478307592047,4.77078540686532,16.7620424923348,4.23724796513248e-05,0.00390089814390024,"processed_transcript","1","MIR137HG"
"ENSG00000091592",-2.58432868300162,5.45232515507231,16.7411247619783,4.28421993374538e-05,0.00391712684216213,"protein_coding","17","NLRP1"
"ENSG00000152022",-1.19818902743583,6.07159833918353,16.7475871925635,4.26965256061472e-05,0.00391712684216213,"protein_coding","1","LIX1L"
"ENSG00000186868",0.988993546230471,6.00677517600174,16.7280810486119,4.31377497891261e-05,0.00393068820433477,"protein_coding","17","MAPT"
"ENSG00000239899",2.17667207409711,4.60483970655746,16.7104096169063,4.35414296367814e-05,0.003953976491302,"scRNA_pseudogene","2",""
"ENSG00000128805",-1.51872215081619,5.69771742488325,16.7026624787342,4.37195978644409e-05,0.00395669770774523,"protein_coding","10","ARHGAP22"
"ENSG00000101680",-4.30524587953596,4.92115067543853,16.6693505783796,4.44940929487937e-05,0.00399811864508314,"protein_coding","18","LAMA1"
"ENSG00000106366",-1.42637026535092,6.01226781152979,16.6573575431708,4.47762931635275e-05,0.00399811864508314,"protein_coding","7","SERPINE1"
"ENSG00000153253",-4.18484339751662,4.85994890447543,16.6587246077144,4.47440350124621e-05,0.00399811864508314,"protein_coding","2","SCN3A"
"ENSG00000165124",-1.52862468716977,5.69184512298119,16.6711602240877,4.44516669039584e-05,0.00399811864508314,"protein_coding","9","SVEP1"
"ENSG00000157510",-1.30187036757374,5.90953527410622,16.6170199952362,4.57387212207893e-05,0.00406801323042494,"protein_coding","5","AFAP1L1"
"ENSG00000235949",3.43428346380443,4.27282525189334,16.611840036518,4.58638093624207e-05,0.00406801323042494,"antisense","2",""
"ENSG00000239332",-1.89972802471467,5.31619926396995,16.5955584324146,4.62592294297563e-05,0.00408949969309812,"protein_coding","2",""
"ENSG00000152977",-1.42860156331792,5.75464304013525,16.5574959904797,4.71970509743839e-05,0.00415863652446898,"protein_coding","3","ZIC1"
"ENSG00000229647",-3.26802999511845,4.95280053459844,16.541938828849,4.75858461824473e-05,0.00417910171506243,"lincRNA","2",""
"ENSG00000130224",-4.34113477339262,4.93573239391322,16.5163969765809,4.82311691085716e-05,0.00420809069562302,"protein_coding","X","LRCH2"
"ENSG00000170989",-3.41594281110801,5.22632515860896,16.5179731485865,4.81910930958061e-05,0.00420809069562302,"protein_coding","1","S1PR1"
"ENSG00000180543",-1.29666417700831,6.1033979970101,16.3757649227292,5.19451820273819e-05,0.0045173696083617,"protein_coding","8","TSPYL5"
"ENSG00000105991",-3.01559220062551,5.35068775360222,16.3583636168756,5.24243030381769e-05,0.00453176309207319,"protein_coding","7","HOXA1"
"ENSG00000164692",-1.44699229321335,5.77005392066073,16.3574284918935,5.24501758727476e-05,0.00453176309207319,"protein_coding","7","COL1A2"
"ENSG00000154277",-1.3006267603197,6.1003156400108,16.3480099780053,5.27114822742058e-05,0.00453964888308628,"protein_coding","4","UCHL1"
"ENSG00000203808",-3.58414866009729,4.61950707659639,16.3335109705722,5.31163025275692e-05,0.00455980400283294,"protein_coding","6","C6orf112"
"ENSG00000064225",-1.47538717337567,5.67475851384653,16.3170479145332,5.35797518075658e-05,0.00456502810038244,"protein_coding","3","ST3GAL6"
"ENSG00000078399",-4.18132247463403,4.86126154093679,16.298103513806,5.41180872876269e-05,0.00456502810038244,"protein_coding","7","HOXA9"
"ENSG00000140682",-1.32066260042629,5.86630456579096,16.3108956210537,5.3753986042472e-05,0.00456502810038244,"protein_coding","16","TGFB1I1"
"ENSG00000169604",-0.987489327466057,6.42591507968113,16.3119439106487,5.37242580442493e-05,0.00456502810038244,"protein_coding","2","ANTXR1"
"ENSG00000172985",-1.82538636924983,5.70807409620723,16.3060170593658,5.38925528664036e-05,0.00456502810038244,"protein_coding","2","SH3RF3"
"ENSG00000204740",2.55799850070406,4.73473853221141,16.2951297904057,5.42030829208642e-05,0.00456502810038244,"protein_coding","10","C10orf112"
"ENSG00000162078",1.03206576448336,5.88098370070405,16.2770807176235,5.47218533267389e-05,0.00459422654124929,"protein_coding","16","ZG16B"
"ENSG00000137965",-1.4252169979385,5.96614380218421,16.2702518155485,5.49194304953713e-05,0.0045963603616471,"protein_coding","1","IFI44"
"ENSG00000165072",-2.13763080029653,5.48480482533606,16.2266388362548,5.61982952071573e-05,0.00468869401700214,"protein_coding","9","MAMDC2"
"ENSG00000132530",-1.6488052953664,5.67819174499564,16.1574332706419,5.82893672397057e-05,0.00483294884026604,"protein_coding","17","XAF1"
"ENSG00000254087",-1.13882659078752,6.12801623405084,16.1593343355233,5.82308936706556e-05,0.00483294884026604,"protein_coding","8","LYN"
"ENSG00000034053",-1.40488531443219,5.92328172085769,16.1022923045036,6.00113528516112e-05,0.00496031919019293,"protein_coding","15","APBA2"
"ENSG00000205022",2.89581872554846,4.37420343958759,16.088192454997,6.04598289775381e-05,0.00497808101083772,"protein_coding","16","PABPN1L"
"ENSG00000235385",-3.89855858943858,4.73883684929929,16.0838334243433,6.05991583085721e-05,0.00497808101083772,"lincRNA","X",""
"ENSG00000122420",-3.53470015526841,5.34592794870926,16.0512434816649,6.1651126972542e-05,0.0050489625396102,"protein_coding","1","PTGFR"
"ENSG00000184785",-4.66282122247084,5.09920775533704,16.0451283057596,6.18505553472939e-05,0.00504980466869129,"protein_coding","X","CXorf69"
"ENSG00000229020",-2.960533571005,4.79514168627095,15.9856399260578,6.38247739895715e-05,0.00519510309748043,"pseudogene","1","AKR7A2P1"
"ENSG00000112246",-2.35406333123091,5.65792144887317,15.9719298057847,6.4288681469576e-05,0.00521695810904176,"protein_coding","6","SIM1"
"ENSG00000166509",2.10046245371288,5.10826031250996,15.9539365829063,6.49026660183131e-05,0.00523495884397862,"protein_coding","16","CLEC3A"
"ENSG00000185862",-2.99594491289857,5.19537279508534,15.9559375343187,6.48340969071216e-05,0.00523495884397862,"protein_coding","17","EVI2B"
"ENSG00000148516",-1.35280618196098,5.79662273944146,15.9428647342203,6.52833994987834e-05,0.00524980783077867,"protein_coding","10","ZEB1"
"ENSG00000183722",-1.3003693014585,5.86558519974496,15.910536693136,6.64079858434038e-05,0.00532420542356515,"protein_coding","13","LHFP"
"ENSG00000117152",-3.71741609696794,5.25323705310771,15.8740166989021,6.77018555199322e-05,0.00541168903793758,"protein_coding","1","RGS4"
"ENSG00000120708",-1.00483106151347,6.39518730661932,15.8663308470845,6.79773716867991e-05,0.00541749214714676,"protein_coding","5","TGFBI"
"ENSG00000166446",1.02096797370481,5.9055358422077,15.8555224220189,6.83667325960727e-05,0.00543230662752961,"protein_coding","16","CDYL2"
"ENSG00000207611",2.78212289621433,4.32894467179002,15.848245374616,6.86301425901611e-05,0.00543705503522884,"miRNA","2","MIR149"
"ENSG00000234902",-3.54309641073619,4.60486219660419,15.8336354588492,6.91620694137511e-05,0.00546298499765777,"lincRNA","2",""
"ENSG00000237523",-1.36045417885983,5.77757881808101,15.7954229884718,7.05730244672208e-05,0.0055579899918167,"processed_transcript","10",""
"ENSG00000115705",1.74413992386744,5.34819547377439,15.7887264770536,7.08232512880183e-05,0.00556129165555151,"protein_coding","2","TPO"
"ENSG00000006377",-4.32781374850644,4.9321148916672,15.7760364436144,7.12998872473083e-05,0.00558230026313384,"protein_coding","7","DLX6"
"ENSG00000261295",-3.71169838527467,4.66642568384706,15.7661284742916,7.16742713772737e-05,0.0055952037930715,"antisense","X",""
"ENSG00000197245",-3.62902506306154,4.63573583997648,15.7548563726898,7.21026060964781e-05,0.00561223142146872,"protein_coding","1","FAM110D"
"ENSG00000188015",-2.07933573474284,5.44144926323013,15.7433701909211,7.25417247442338e-05,0.00561367816585957,"protein_coding","1","S100A3"
"ENSG00000242147",-2.00187089784053,5.22183553178908,15.7480060835381,7.23641709384535e-05,0.00561367816585957,"lincRNA","10",""
"ENSG00000198133",0.986971908074134,5.94118430861636,15.7023344824269,7.41326178822088e-05,0.0057202099197087,"protein_coding","14","TMEM229B"
"ENSG00000256751",-3.58845832722652,4.62113090235249,15.6785386995281,7.50711744519234e-05,0.00577593722051138,"antisense","12",""
"ENSG00000140511",-1.35826865172353,5.77233062406653,15.6726973962063,7.53033895507161e-05,0.0057771548684627,"protein_coding","15","HAPLN3"
"ENSG00000060558",-3.41640317084326,5.3163685228042,15.64969091274,7.62250384312005e-05,0.00583110623506072,"protein_coding","19","GNA15"
"ENSG00000186684",-1.69093626145578,5.57585541104111,15.6404215386562,7.65995726997229e-05,0.00584301540553486,"protein_coding","2","CYP27C1"
"ENSG00000163879",1.52385519378275,5.42618937190725,15.6100037324055,7.78416766610415e-05,0.00592084639172788,"protein_coding","1","DNALI1"
"ENSG00000106823",-2.59417843051018,5.24664845657089,15.5734223839591,7.93623372554618e-05,0.00600518769833853,"protein_coding","9","ECM2"
"ENSG00000174607",-1.3535788191107,5.77164277588472,15.5725163649585,7.94003767141172e-05,0.00600518769833853,"protein_coding","4","UGT8"
"ENSG00000188959",1.10786192860498,5.97818026580486,15.5617025125736,7.98558178487682e-05,0.00602257238679778,"protein_coding","9","C9orf152"
"ENSG00000122735",1.32984990735046,5.30314380318505,15.5269877382608,8.13357191821152e-05,0.00606564533721819,"protein_coding","9","DNAI1"
"ENSG00000143469",-3.77319484182896,5.21990445570488,15.528427874838,8.12737806121856e-05,0.00606564533721819,"protein_coding","1","SYT14"
"ENSG00000177374",-1.54620523524073,5.54978817891816,15.5353782517734,8.09755196320798e-05,0.00606564533721819,"protein_coding","17","HIC1"
"ENSG00000246228",-1.80104469774268,5.35365191918546,15.528322556649,8.12783086141406e-05,0.00606564533721819,"antisense","8",""
"ENSG00000187134",-1.31618022226611,5.81500224573603,15.513345986848,8.19247954838116e-05,0.00607592558288062,"protein_coding","10","AKR1C1"
"ENSG00000198944",1.18075524346689,5.5649539524664,15.5132552244859,8.19287291121816e-05,0.00607592558288062,"protein_coding","5","ANKRD43"
"ENSG00000176597",-1.08325904615975,6.17810393807703,15.5063312154481,8.22293755968144e-05,0.00608132927890236,"protein_coding","3","B3GNT5"
"ENSG00000232759",-4.14938793734955,4.84825938911701,15.5002253993893,8.24954163038118e-05,0.00608415089635129,"processed_transcript","7",""
"ENSG00000113721",-2.55323237838126,5.41987378389667,15.4746125883118,8.36208783972404e-05,0.00613326981167452,"protein_coding","5","PDGFRB"
"ENSG00000255774",2.27600219722758,5.16498195960288,15.479739009693,8.33943865245173e-05,0.00613326981167452,"lincRNA","11",""
"ENSG00000120337",-4.13401140425186,4.84114138813198,15.4648699978316,8.40530257316069e-05,0.00614539529247911,"protein_coding","1","TNFSF18"
"ENSG00000130038",1.0688503598153,5.75203608102087,15.4553662793562,8.44767425402589e-05,0.00614539529247911,"protein_coding","12","EFCAB4B"
"ENSG00000215182",2.34664565397942,5.05905807866104,15.4561113305477,8.44434474452072e-05,0.00614539529247911,"protein_coding","11","MUC5AC"
"ENSG00000198796",-3.30341323703592,5.34543123343425,15.4404143466671,8.51477188790707e-05,0.00616227330198927,"protein_coding","18","ALPK2"
"ENSG00000236751",-2.63776490961434,4.96205430968202,15.4399114056758,8.51703816178755e-05,0.00616227330198927,"lincRNA","X",""
"ENSG00000124875",-4.39259546474655,4.96419297693048,15.4134736702439,8.63702615675989e-05,0.00623219795495069,"protein_coding","4","CXCL6"
"ENSG00000162989",1.94852489940672,4.9296107015558,15.3742867462525,8.81801279435868e-05,0.00634564165994038,"protein_coding","2","KCNJ3"
"ENSG00000129514",0.80054876847642,6.42452815623504,15.3431172423774,8.96469180071397e-05,0.00635298429306123,"protein_coding","14","FOXA1"
"ENSG00000132297",-2.78634927713835,4.96887008013772,15.3473644089792,8.94456170244475e-05,0.00635298429306123,"protein_coding","8","HHLA1"
"ENSG00000134853",-3.95338029457382,5.18584226698429,15.3292637343749,9.03067002454052e-05,0.00635298429306123,"protein_coding","4","PDGFRA"
"ENSG00000136630",-1.4936621512719,5.59112024782533,15.3360322917201,8.99837351263769e-05,0.00635298429306123,"protein_coding","1","HLX"
"ENSG00000137752",-2.22789487785478,5.53205895160409,15.3592157881232,8.88863047223181e-05,0.00635298429306123,"protein_coding","11","CASP1"
"ENSG00000145536",-2.83659734789757,5.21288253086953,15.3218511126337,9.06617355478437e-05,0.00635298429306123,"protein_coding","5","ADAMTS16"
"ENSG00000227992",-2.76408081414352,4.89599486682643,15.3419876832673,8.97005318935706e-05,0.00635298429306123,"pseudogene","2",""
"ENSG00000233622",1.1002893136452,5.67213490432333,15.3254660600129,9.04884187341004e-05,0.00635298429306123,"pseudogene","19","CYP2T2P"
"ENSG00000240476",-3.6868212330109,5.0457808035612,15.3408754475079,8.97533550618172e-05,0.00635298429306123,"lincRNA","3",""
"ENSG00000261776",3.23468072069159,4.47595077688516,15.3416070445237,8.97186059638996e-05,0.00635298429306123,"pseudogene","16",""
"ENSG00000126561",-1.39525834231451,5.72395394609518,15.2748000597206,9.29482803907057e-05,0.00649616018290854,"protein_coding","17","STAT5A"
"ENSG00000154133",-3.51810011239223,5.06313545260408,15.2656569412745,9.33992986130221e-05,0.00649743816821235,"protein_coding","11","ROBO4"
"ENSG00000236098",-2.8554096593315,4.8368038268836,15.2645651550844,9.34533019924167e-05,0.00649743816821235,"lincRNA","1",""
"ENSG00000242445",2.87481372299333,4.2764483631228,15.2183250617946,9.57695710615103e-05,0.00664118443688364,"pseudogene","3","RPL7AP11"
"ENSG00000164438",-3.80813703365214,5.26342234732023,15.2120826242577,9.60866636201709e-05,0.00664591125733504,"protein_coding","5","TLX3"
"ENSG00000177409",-1.35789351830532,5.92645195416484,15.2059448180544,9.63994713955476e-05,0.00665031805508613,"protein_coding","7","SAMD9L"
"ENSG00000224397",-3.5087386384519,5.06118161318822,15.2003397293782,9.66860248431229e-05,0.0066528955960353,"lincRNA","20",""
"ENSG00000101938",-2.96669638994753,5.31602587579922,15.175862894754,9.79474526024407e-05,0.00672236783953718,"protein_coding","X","CHRDL1"
"ENSG00000230873",1.62924619909198,5.14508662683125,15.1625163725635,9.86422372838607e-05,0.00675269346411414,"protein_coding","6",""
"ENSG00000204174",-3.14582895940228,4.91283601273292,15.1558643104173,9.89903759268867e-05,0.00675919451789264,"protein_coding","10","PPYR1"
"ENSG00000149231",-1.04593156284248,6.21988804476367,15.139121337781,9.98721096142053e-05,0.00680200403693891,"protein_coding","11","CCDC82"
"ENSG00000182890",1.65697554051975,5.21961317554756,15.0879849683963,0.000102614339436922,0.00697098634678611,"protein_coding","X","GLUD2"
"ENSG00000101825",-1.28791820706356,5.82148694120696,15.0634977282497,0.000103954195162844,0.00697328920215479,"protein_coding","X","MXRA5"
"ENSG00000134516",-2.21705519894434,5.38047832891396,15.0669031032299,0.000103766816167809,0.00697328920215479,"protein_coding","5","DOCK2"
"ENSG00000170819",2.41361444152315,4.6811046626708,15.0697695092272,0.000103609357161877,0.00697328920215479,"protein_coding","3","BFSP2"
"ENSG00000188641",-1.06011500190803,6.18816928119305,15.0753817885868,0.000103301756293384,0.00697328920215479,"protein_coding","1","DPYD"
